number	number_sup	trip	trip_sup	onboard_at_departure	death_at_cape	left_at_cape	onboard_at_cape	death_during_voyage	onboard_at_arrival
3901		5		5		1	1		5
3902		4		8		2	2	2	6
3903		5		10		5	2	2	5
3905		1		1		1	4		4
3906		2		8		2	2	1	7
3908		3		14		2		1	11
3909		3		12		4			8
3910		6		2					2
3911		3		12		1	3	2	12
3912		3		16				1	15
3913		1		10			1	2	9
3915		1		9		1		1	7
3916		1		18				1	17
3917		1		9		3			6
3919		5		11				4	7
3921		1		17				6	11
3924		1		11		2			9
3925		6		11		1			10
3926		2		10		1	2	2	9
3927		7		9		1	1	2	7
3928		5		14		1		1	12
3929		1		6		1	1	1	5
3930		5		11			2	2	11
3931		1		11				2	9
3932		5		13		4	1	3	7
3933		1		4				1	3
3934		1		7		1		2	4
3935		1		13		1			12
3937		6		12		1		1	9
3938		1		12		1		2	9
3939		3		13		1		1	11
3940		1		3		1			1
3941		5		2					2
3942		1		10		5		2	3
3943		5		18		1		2	15
3945		4		2		1			1
3946		2		16		2	1	2	13
3949		1		17		2	2		17
3950		3		4		1	1		4
3951		4		3					5
3954		2					1		1
3955		1		12				1	11
3956		2		9					9
3957		1		15		3		1	11
3958		7		3	1	1		1	1
3961		1							4
3968		1							15
3971		3							15
3990		2							12
3991		4							12
3992		3		7	1	2	1	3	3
3995		5		8		1	2	3	6
4004		1							18
4006		1							9
4016		2							17
4021		3							9
4024		2							2
4026		1							17
4029		7							5
4033		2							18
4043		2							3
4045		4		6					6
4046		4							16
4048		5							11
4050		3							16
4057		4							16
4063		1							19
4076		5							17
4077		5							12
4078		3		13					12
4080		2		11					7
4081		2		13					13
4082		7							6
4083		6		15					13
4084		4		15					12
4085		4		16					11
4086		2		15					11
4087		1		22					13
4088		2		19					10
4089		2		17					13
4090		5		16					13
4091		3		15					10
4092		2		16					12
4093		1		26					19
4094		2		16					9
4095		1		13					2
4096		4		18					10
4097		4		16					9
4102		3		20	2	4	1	2	15
4103		2		19	9	2	3	9	11
4105		2		8		5	6		9
4115		2		17	4	2	1	4	12
4116		4							5
4133		1							32
4145		3							8
4146		1							11
4150		1							9
4156		6		17					7
4168		3		11					9
4170		5		12					9
4172		3		18					15
4173		5		21					8
4174		2		4					2
4175		4		18					11
4177		1							16
4178		1							10
4180		2		11					7
4181		1		12					9
4182		2		13					11
4184		1		12					1
4185		1		7					6
4186		2		16					13
4187		1		12					9
4188		1							10
4189		1		11					5
4190		4		10					5
4193		3		14					11
4203		3		14					10
4204		4		5					7
4205		5		7					10
4206		5		9					6
4208		1		17					20
4210		1		14					13
4211		6		14					9
4212		4		10					9
4213		5		15					1
4214		4		14					14
4215		1		7					7
4216		6		12					10
4218		2		12					9
4219		1		12					10
4220		1		13	1	1		1	10
4221		2		11					11
4222		1		10					6
4223		1		12					8
4225		1				2		3	12
4226		2		15				6	9
4228		3		15	4	4		4	7
4231		2		14	1	6	5	1	12
4248		1							10
4250		1							13
4258		1							8
4260		1							1
4262		4		15					15
4263		4		12	5	2	4	5	9
4264		2		24	1	4	1	2	19
4265		2		8	1		2	1	9
4290		4		3		2	5		6
4315		2		19		4	3		18
4369		6							2
4372		4		5					3
4374		6		1					1
4375		4		2					1
4376		6		1					
4377		6		2					4
4378		4		3					1
4380		1		1					1
4381		1							11
4382		3		4					5
4384		3							2
4385		1		8					1
4388		2		2					1
4392		5		13					6
4395		2		1					
4396		1		2					2
4398		3		1					
4411		1		6					6
4417		4		3		2	2		3
4427		1							2
4429		5		11					
4432		1					22	2	20
4433		1							1
4436		1		8		1			7
4447		1		6					7
4493		7		2					1
4519		2							3
4524		1		30					21
4529		1		18					18
4539		1							10
4542		1		14					14
4550		1		37					31
4559		1		9					7
4560		2		7					6
4562		1		42					27
4574		2		33					10
4575		1		11					7
4576		1		7					7
4586		1		14					7
4587		2		1					1
4606		2		21					17
4607		5		24					20
4611		2		3					2
4612		2		9					7
4613		1		24					23
4616		1		22					10
4617		2		5					8
4618		1		16					8
4620		1		14					12
4622		1		14					12
4623		1		13					13
4624		3		11					10
4625		2		21					15
4628		1		1					1
4629		3		33					23
4631		1		6					6
4633		4		2					2
4634		1		2					2
4639		3		32					27
4640		4		14					3
4642		2		7					5
4643		3		4					5
4645		1		6					9
4646		2		12					10
4650		1		23					17
4651		1		15					11
4652		3		20					18
4653		2		10					9
4655		2		26					19
4656		2		15					7
4658		2		18					16
4659		1		13					8
4660		1		8					5
4662		1		8					7
4663		2		10					6
4668		1		22					16
4669		3		5					11
4670		2		8					4
4672		2		3					3
4673		3		10					7
4693		1		18					10
4695		2					4		4
4697		4		15					6
4699		2							5
4701		2		12					16
4703		3		3					2
4708		3		8					8
4709		1		7					4
4714		1		20					20
4715		2		1					1
4726		2							5
4750		3		8					5
4756		5							2
4759		1		2					2
4760		1		4					2
4762		1		2					2
5754		1		1					
5792		1		2					
5793		3		1					
5794		1		2					
5795		1		1					
5796		6		2					
5801		1		4					
5802		1		3					
5803		1		3					
5806		1		8					
5807		3		5					
5808		5		5					
5809		2		7					
5810		3		4					
5811		2		4					
5813		1		3					
5819		1		3					
5821		2		3					
5822		2		3					
5823		1		4					
5824		1		3					
5825		1		3					
5826		1		3					
5827		1		2					
5828		1		2					
5830		2		3					
5831		4		3					
5832		1		3					
5833		1		4					
5834		1		4					
5835		1		4					
5836		1		4					
5837		3		5					
5838		1		4					
5839		1		4					
5840		2		4					
5841		2		4					
5842		1		3					
5843		4		4					
5844		3		4					
5845		4		5					
5846		1		3					
5847		1		5					
5849		4		4					
5850		3		3					
5851		2		4					
5852		1		3					
5853		2		4					
5854		2		3					
5855		3		4					
5856		1		2					
5857		2		2	2				
5859		2		5	1				
5860		1		5					
5879		1		5					
5880		1		5					
5882		3		5					
5884		1		1					
5886		1		4					
5887		3		5					
5890		4		7					
5891		2		5					
5894		3		3					
5895		4		2					
5896		1		3					
5897		1		3					
5898		2		3					
5899		3		6					
5905		2		3					
5912		2		5					
5913		1		2					
5914		2		4					
5915		2		4					
5916		1		7					
5921		3		3					
5922		4		4					
5923		1		5					
5924		1		2					
5925		1		5					
5926		2		5					
5927		1		2					
5930		1		2					
5931		1		2					
5932		1		2					
5933		3		2					
5934		2		2					
5935		1		3					
5936		1		2					
5937		1		2					
5938		1		2					
5939		1		2					
5940		3		2					
5941		1		3					
5942		2		1					
5947		1		5					
5948		1		8					
5949		1		2					
5950		2		7					
5951		1		6					
5952		4		7					
5953		1		9					
5954		3		7					
5955		1		6					
5956		2		10					
5957		2		8					
5958		1		7					
5959		2		8					
5960		1		2					
5962		5		9					
5963		1		6					
5964		2		6					
5965		1		6					
5966		1		6					
5967		1		7					
5968		2		8					
5969		2		6					
5970		3		8					
5971		1		7					
5972		2		7					
5973		2		5					
5976		1		2					
5979		3		2					
5980		1		3					
5981		1		8					
5982		1		9					
5983		1		8					
5984		1		10					
5985		2		8					
5986		2		8					
5987		1		6					
5987	A	2		8					
5988		4		9					
5989		2		2					
5993		2		13					
5994		2		5					
5997		1		2					
5999		1		2					
6000		2		9					
6001		2		7					
6002		2		7					
6003		2		2					
6004		2		7					
6005		1		10					
6006		2		8					
6010		1		5					
6018		1		3					
6019		3		2					
6020		2		3					
6021		3		2					
6022		3		2					
6023		4		2					
6024		5		4					
6025		4		2					
6026		3		2					
6033		2		1					
6037		3		6					
6038		3		5					
6039		1		3					
6040		1		3					
6041		2		5					
6042		2		5					
6043		1		3					
6044		1		1					
6045		3		2					
6046		2		1					
6047		1		2					
6048		3		8					
6053		3		1					
6058		4		3					
6059		3		3					
6060		4		3					
6062		3		2					
6063		1		2					
6064		4		3					
6065		3		3					
6066		1		3					
6067		5		3					
6070		2		5					
6073		3		1					
6074		1		5					
6075		2		1					
6076		1		3					
6077		1		1					
6079		3		1					
6080		4		1					
6081		3		1					
6082		2		2					
6083		4		1					
6084		2		1					
6085		4		1					
6086		4		1					
6087		4		2					
6088		4		1					
6089		6		2					
6096		1		1					
6097		1		7					
6098		3		2					
6112		2		2					
6113		5		1					
6114		4		2					
6115		3		5					
6116		2		5					
6118		3		2					
6119		4		2					
6120		3		2					
6121		3		2					
6122		2		3					
6123		1		2					
6124		1		2					
6125		4		2					
6126		1		4					
6130		4		1					
6131		2		3					
6132		1		3					
6133		5		2					
6136		4		6					
6137		2		5					
6138		3		4					
6139		2		6					
6140		1		7					
6141		1		2					
6142		5		6					
6143		4		7					
6144		3		7					
6149		2		1					
6150		4		2					
6151		3		1					
6153		2		7					
6154		1		7					
6155		5		7					
6156		4		7					
6157		3		8					
6158		1		5					
6165		1		4					
6166		1		4					
6167		1		4					
6169		2		7					
6170		3		5					
6171		1		9					
6172		2		7					
6173		1		1					
6174		5		8					
6175		5		7					
6176		1		5					
6177		4		5					
6185		1		4					
6187		1		3					
6188		1		6					
6189		1		4					
6190		1		7					
6191		4		3					
6192		2		4					
6193		1		4					
6194		3		3					
6195		3		7					
6201		2		8					
6202		1		1					
6203		1		4					
6204		2		3					
6209		1		5					
6210		6		6					
6211		3		6					
6212		4		6					
6217		6		4					
6218		1		4					
6219		5		4					
6231		1		16					
6233		2		8					
6234		4		5					
6235		2		5					
6236		2		6					
6237		1		7					
6238		1		6					
6240		1		6					
6241		2		6					
6248		1		4					
6249		2		5					
6252		4		5					
6253		1		5					
6254		3		6					
6256		2		6					
6257		1		5					
6258		2		5					
6259		6		7					
6260		5		5					
6261		1		5					
6269		3		3					
6270		3		3					
6273		3		7					
6274		2		6					
6275		7		6					
6276		1		6					
6277		2		5					
6279		2		5					
6281		1		5					
6286		1		25					
6287		4		6					
6290		4		3					
6291		2		5					
6292		2		5					
6293		3		5					
6294		3		6					
6295		4		5					
6296		2		1					
6297		2		5					
6298		2		5					
6299		1		6					
6300		2		6					
6307		1		5					
6308		6		6					
6310		4		5					
6311		3		3					
6312		6		5					
6313		2		5					
6314		4		3					
6315		1		4					
6316		2		3					
6317		8		4					
6318		5		3					
6319		1		3					
6320		6		4					
6321		2		5					
6322		3		4					
6323		2		4					
6325		5		3					
6326		3		4					
6334		2		3					
6335		3		3					
6340		3		2					
6341		1		2					
6344		1		4					
6345		3		4					
6346		3		2					
6347		2		4					
6348		3		2					
6349		1		5					
6350		4		2					
6351		3		4					
6352		3		4					
6353		3		2					
6354		3		5					
6355		3		4					
6356		3		4					
6367		3		2					
6368		1		5					
6369		4		3					
6370		4		3					
6371		3		2					
6372		1		3					
6373		1		2					
6375		2		3					
6376		5		4					
6377		3		5					
6378		6		4					
6379		3		3					
6381		7		5					
6382		6		5					
6383		4		5					
6396		1		5					
6397		3		7					
6398		2		7					
6399		2		5					
6400		1		5					
6401		3		5					
6402		1		6					
6403		2		5					
6404		1		4					
6406		4		7					
6407		4		4					
6408		2		8					
6418		4		10					
6419		4		10					
6420		3		5					
6421		2		10					
6422		2		10					
6423		3		5					
6424		3		10					
6425		1		10					
6426		5		5					
6427		4		10					
6430		2		5					
6431		3		10					
6432		3		10					
6433		1		10					
6434		2		5					
6445		4		5					
6454		1		3					
6455		4		2					
6456		1		3					
6457		6		2					
6458		1		2					
6459		5		2					
6460		3		4					
6461		4		2					
6463		5		2					
6464		1		2					
6465		3		3					
6466		5		3					
6487		6		3					
6488		3		2					
6489		4		2					
6490		3		2					
6491		1		2					
6493		5		3					
6494		2		2					
6495		2		2					
6496		2		2					
6497		2		2					
6498		5		2					
6499		1		2					
6500		2		3					
6508		1		4					
6510		4		3					
6512		4		2					
6513		5		3					
6521		2		4					
6522		1		2					
6523		2		3					
6524		2		2					
6525		1		2					
6526		1		2					
6527		6		3					
6528		5		2					
6530		3		2					
6531		5		3					
6532		6		3					
6533		4		4					
6551		2		2					
6574		2		3					
6575		1		5					
6576		2		3					
6577		4		3					
6578		2		2					
6579		4		4					
6580		6		5					
6581		3		3					
6582		4		3					
6583		5		4					
6589		3		4					
6590		4		2					
6591		2		2					
6592		1		4					
6593		3		3					
6594		1		5					
6665		3		8					
6666		2		10					
6667		5		14					
6668		2		10					
6669		1		15					
6671		2		10					
6672		3		13					
6673		4		2					
6674		5		15					
6675		1		3					
6676		3		3					
6677		4		3					
6678		3		5					
6679		3		3					
6680		3		2					
6681		1		2					
6682		6		5					
6683		1		3					
6684		3		12					
6708		4		17					
6709		3		17					
6711		4		14					
6712		3		11					
6713		5		11					
6714		2		14					
6715		8		17					
6716		3		14					
6717		5		16					
6718		5		11					
6719		3		11					
6730		1		1					
6731		3		2					
6732		3		1					
6733		1		2					
6735		2		5					
6736		3		4					
6737		4		2					
6738		2		7					
6739		3		2					
6740		3		5					
6741		1		3					
6742		5		6					
6743		2		2					
6744		7		7					
6745		3		5					
6750		2		8					
6752		2		8					
6753		6		12					
6759		3		7					
6760		1		8					
6761		1		2					
6762		4		3					
6763		4		3					
6764		6		1					
6765		4		4					
6766		3		3					
6767		5		9					
6768		4		4					
6769		5		2					
6770		4		4					
6771		2		3					
6772		4		7					
6773		1		3					
6774		6		5					
6775		1		4					
6776		4		5					
6778		1		4					
6792		5		13					
6793		1		10					
6794		5		17					
6796		4		13					
6797		7		18					
6798		4		8					
6799		3		13					
6800		2		10					
6801		8		17					
6802		1		11					
6803		1		9					
6804		1		11					
6805		3		11					
6807		3		9					
6813		5		3					
6814		4		3					
6816		4		7					
6817		5		8					
6818		1		8					
6819		4		4					
6820		3		8					
6821		5		3					
6822		4		4					
6823		7		8					
6824		4		4					
6825		5		8					
6826		5		2					
6827		6		2					
6828		6		2					
6836		7		1					
6837		3		2					
6838		4		2					
6839		2		1					
6846		2		9					
6847		2		9					
6848		4		9					
6849		4		8					
6850		4		9					
6852		2		5					
6853		4		5					
6854		5		9					
6856		3		8					
6857		5		4					
6858		5		2					
6859		1		2					
6860		8		3					
6861		5		4					
6862		1		4					
6863		2		2					
6874		2		3					
6876		2		4					
6877		1		4					
6878		6		7					
6879		1		4					
6881		3		4					
6882		7		8					
6883		1		4					
6884		1		7					
6885		6		8					
6886		4		8					
6888		1		3					
6891		6		2					
6892		5		2					
6895		1		2					
6910		3		7					
6911		5		7					
6912		1		7					
6913		2		7					
6914		9		7					
6915		1		7					
6916		3		4					
6917		3		4					
6918		1		4					
6919		2		7					
6920		2		3					
6921		1		3					
6923		4		2					
6924		3		2					
6932		1		2					
6933		6		3					
6937		6		8					
6938		2		2					
6939		5		10					
6941		3		5					
6942		6		9					
6943		4		5					
6944		1		5					
6945		1		5					
6946		7		10					
6947		2		5					
6952		1		2					
6953		1		3					
6954		4		3					
6955		1		3					
6956		5		3					
6957		1		3					
6958		5		6					
6959		3		5					
6960		5		6					
6961		5		2					
6962		1		2					
6963		5		2					
6967		1		3					
6968		2		3					
6969		1		5					
6970		2		3					
6971		5		5					
6972		2		5					
6973		3		3					
6975		6		3					
6976		1		5					
6977		6		5					
6978		3		3					
6979		2		6					
6983		4		6					
6984		3		2					
6985		1		1					
6986		10		2					
6988		2		10					
6989		1		10					
6990		5		2					
6991		2		1					
6992		3		2					
6993		2		2					
6998		3		3					
7000		6		1					
7001		3		4					
7003		1		4					
7005		1		7					
7006		6		8					
7007		4		4					
7008		1		5					
7009		5		5					
7010		4		5					
7011		2		8					
7012		6		8					
7013		2		5					
7014		3		5					
7015		2		5					
7017		1		7					
7023		2		1					
7027		7		1					
7028		5		1					
7030		1		1					
7041		2		7					
7042		7		7					
7043		2		7					
7044		7		7					
7045		7		5					
7046		2		7					
7047		3		5					
7048		2		5					
7049		3		7					
7050		6		7					
7051		3		5					
7057		1		3					
7058		1		2					
7059		1		3					
7060		3		2					
7061		5		2					
7062		4		3					
7068		1		1					
7069		1		1					
7070		4		1					
7071		1		1					
7072		6		1					
7075		2		8					
7076		4		7					
7077		4		7					
7078		2		7					
7079		3		7					
7080		2		7					
7085		2		7					
7086		6		7					
7087		2		9					
7088		1		8					
7089		2		7					
7091		3		8					
7103		3		8					
7104		7		7					
7105		3		7					
7106		3		7					
7107		1		6					
7108		2		6					
7109		1		8					
7110		3		6					
7115		2		8					
7116		4		7					
7130		1		1					
7151		3		1					
7152		6		1					
7153		4		1					
7169		5		2					
7170		4		2					
7171		3		1					
7172		4		1					
7177		1		3					
7178		2		3					
7179		1		4					
7180		1		4					
7181		1		4					
7182		5		3					
7183		1		3					
7184		3		3					
7185		3		4					
7186		1		3					
7187		3		1					
7188		3		1					
7189		2		1					
7190		3		2					
7194		2		1					
7199		2		2					
7204		2		5					
7205		2		8					
7206		2		8					
7207		3		8					
7208		2		8					
7209		5		5					
7210		5		5					
7211		2		6					
7212		1		7					
7213		1		9					
7214		3		6					
7220		1		7					
7228		6		10					
7229		1		12					
7230		2		9					
7231		1		9					
7232		1		8					
7233		1		8					
7234		1		8					
7235		1		8					
7238		4		7					
7245		2		6					
7246		1		6					
7247		1		6					
7248		6		4					
7249		1		5					
7250		3		6					
7252		1		5					
7253		3		1					
7254		1		2					
7255		4		3					
7256		2		2					
7260		4		2					
7268		2		3					
7270		1		4					
7271		2		3					
7272		1		3					
7273		2		3					
7274		3		3					
7275		2		3					
7278		1		3					
7296		4		4					
7297		1		4					
7298		1		3					
7299		1		2					
7300		1		3					
7302		1		4					
7316		2		3					
7317		1		2					
7319		2		2					
7320		2		4					
7324		1		2					
7338		2		2					
7339		2		2					
7340		2		2					
7341		1		3					
7342		3		3					
7344		1		4					
7345		2		4					
7346		2		3					
7353		3		2					
7354		1		2					
7355		1		4					
7363		2		5					
7373		2		18					
7375		4		1					
7384		3		6					
7385		3		11					
7386		2		9					
7387		2		3					
7389		2		8					
7392		1		8					
7393		2		7					
7399		2		4					
7528		2		3					
7529		1		3					
7530		5		2					
7531		3		5					
7533		3		2					
7534		3		5					
7535		4		2					
7536		4		5					
7537		3		1					
7538		4		2					
7539		3		3					
7549		2		1					
7554		6		3					
7555		1		5					
7556		1		3					
7559		3		3					
7560		1		4					
7561		3		5					
7562		2		3					
7563		3		4					
7565		4		5					
7567		6		3					
7572		2		3					
7573		2		1					
7583		4		3					
7584		2		1					
7585		5		5					
7586		2		3					
7587		2		3					
7588		5		5					
7589		1		6					
7593		4		5					
7605		4		2					
7606		5		3					
7607		3		3					
7609		4		4					
7610		2		3					
7611		2		3					
7612		1		1					
7613		3		2					
7614		3		1					
7615		4		1					
7616		3		4					
7617		1		3					
7630		6		2					
7631		2		4					
7633		4		5					
7634		4		3					
7635		4		2					
7636		5		11					
7637		3		3					
7650		2		6					
7651		2		5					
7652		5		5					
7653		2		6					
7654		1		4					
7668		3		1					
7669		1		3					
7671		2		1					
7672		5		3					
7673		2		4					
7674		4		3					
7675		4		2					
7676		4		7					
7692		5		4					
7693		6		1					
7694		3		4					
7695		3		1					
7696		4		4					
7697		3		5					
7698		4		3					
7699		3		4					
7700		2		2					
7716		1		5					
7717		2		5					
7718		1		5					
7719		6		5					
7720		4		6					
7721		1		3					
7722		4		6					
7731		2		1					
7739		2		3					
7740		2		4					
7741		4		4					
7742		3		3					
7743		6		3					
7744		1		2					
7745		4		2					
7746		1		4					
7747		1		2					
7765		5		1					
7766		2		1					
7767		1		3					
7770		1		3					
7771		1		2					
7772		2		3					
7773		1		2					
7774		2		3					
7791		2		3					
7792		3		3					
7793		3		3					
7794		1		4					
7795		2		3					
7796		3		3					
7797		3		3					
7808		5		1					
7816		3		3					
7819		2		4					
7820		4		4					
7821		1		3					
7822		3		3					
7823		4		2					
7824		4		3					
7825		5		3					
7826		2		4					
7833		3		2					
7834		4		1					
7845		1		2					
7846		4		3					
7847		2		3					
7848		4		3					
7849		5		1					
7850		5		4					
7851		2		3					
7852		4		3					
7853		1		1					
7854		3		3					
7867		3		12					
7868		1		3					
7869		2		1					
7870		2		3					
7871		3		2					
7872		1		3					
7878		4		2					
7895		4		2					
7897		1		3					
7901		1		2					
7902		5		3					
7908		1		1					
7918		3		2					
7919		5		3					
7920		1		2					
7921		1		3					
7922		2		2					
7923		1		2					
7924		3		3					
7925		2		3					
7926		2		3					
7944		5		4					
7945		4		3					
7946		5		4					
7947		4		4					
7949		5		4					
7950		1		3					
7951		4		3					
7952		1		2					
7953		4		3					
7954		6		4					
7960		1		2					
7968		3		2					
7970		4		3					
7971		5		2					
7972		1		4					
7973		3		1					
7974		1		2					
7976		1		3					
7987		2		1					
7993		2		2					
7994		4		1					
7995		1		3					
7996		3		3					
7997		2		3					
7998		4		3					
7999		1		2					
8000		2		1					
8002		3		2					
8006		1		2					
8014		1		3					
8018		1		3					
8019		2		2					
8020		2		2					
8021		5		2					
8022		5		2					
8023		1		1					
8024		1		2					
8025		3		3					
8026		5		1					
8042		1		2					
8043		3		1					
8046		1		3					
8062		5		2					
8063		2		3					
8064		1		3					
8066		6		3					
8096		2		3					
8230		1		1					
8231		2		3					
8236		1		1					
8260		1		3					
8262		2		2					
8263		1		1					
8264		1		5					
8279		1		2					
8292		1		3					
8293		2		2					
8294		1		11					
8320		2		2					
8326		1		2					
8329		2		5					
8341		2		1					
