number	number_sup	trip	trip_sup	invoice	chamber 
7170		4		141243	Z
7171		3			D
7171		3		110351	R
7172		4			E
7172		4		142276	H
7174		2		147067	A
7175		1		204488	A
7176		1		120355	A
7177		1		179326	A
7178		2		94405	H
7179		1		13370	H
7179		1		137157	E
7180		1		295981	A
7181		1		183740	Z
7182		5		156190	R
7183		1		127556	D
7184		3		207175	Z
7185		3		198399	A
7186		1		247825	A
7187		3		139005	A
7188		3		101722	D
7189		2		1322	H
7189		2		98977	E
7190		3		689	H
7190		3		689	D
7190		3		689	R
7190		3		90325	A
7190		3		689	E
7191		5		135263	Z
7192		3		734147	A
7193		3		732555	Z
7194		2		96230	R
7195		4		135584	A
7196		2		139975	Z
7197		4		143151	A
7198		3		461822	A
7199		2		124279	A
7200		8		444313	Z
7202		1		444313	H
7204		2		119138	R
7204		2		1470	D
7205		2		197723	A
7206		2		249278	A
7207		3		126245	A
7207		3		49298	Z
7208		2		204512	A
7209		5		18006	R
7209		5		83145	D
7210		5		1455	E
7210		5		90203	H
7211		2		148010	Z
7212		1		116303	E
7213		1		230612	A
7214		3		116028	A
7215		3		131361	A
7216		4		39633	Z
7216		4		248194	A
7217		6		4879	D
7217		6		118684	A
7217		6		4872	H
7217		6		4872	E
7217		6		4872	R
7218		5		208821	Z
7219		3		33050	A
7219		3		100979	E
7219		3		382	H
7220		1		308220	A
7221		1		746530	A
7222		4		642945	Z
7223		2		194569	R
7223		2		207650	D
7224		1		593069	A
7225		2		151405	Z
7226		1		395914	A
7227		1		401058	A
7228		6		242303	A
7229		1		307552	A
7230		2		281539	A
7231		1		185694	Z
7232		1		6142	D
7232		1		31887	A
7232		1		122594	H
7233		1		232944	A
7234		1		6142	R
7234		1		24432	A
7234		1		161304	E
7235		1		63472	A
7235		1		292918	D
7236		2		563312	Z
7237		1		602523	A
7238		4		234812	Z
7238		4		73015	A
7239		1		882989	A
7240		3		768254	R
7241		2		160246	A
7241		2		1889	Z
7242		4		161188	Z
7243		3		166139	A
7244		1		143088	A
7244		1		442	R
7244		1		442	E
7244		1		442	H
7244		1		382	D
7244		1		834	Z
7245		2		81703	A
7246		1		219841	A
7247		1		228140	A
7248		6		180555	D
7249		1		437077	A
7250		3		255551	A
7251		2		239891	A
7251		2		101465	Z
7252		1		301396	Z
7253		3		30579	H
7253		3		80021	E
7254		1		347952	Z
7255		4		453685	A
7256		2		151556	R
7256		2		79588	D
7258		2		131890	A
7259		5		1331	A
7259		5		171587	Z
7260		4		84384	H
7260		4		123679	E
7261		1		610498	A
7262		1		222885	H
7262		1		394749	E
7263		2		4872	H
7263		2		4872	E
7263		2		4872	D
7263		2		4872	R
7263		2		25640	Z
7263		2		50004	A
7264		1		46265	E
7264		1		729843	A
7265		4		149900	A
7265		4		649717	E
7266		3		166459	A
7267		3		172904	Z
7268		2		204181	A
7269		2		317330	H
7269		2		15300	A
7269		2		2887	E
7270		1		206994	A
7271		2		212938	H
7272		1		172519	D
7273		2		151573	R
7274		3		212281	Z
7275		2		124010	E
7276		4		206623	A
7277		1		417198	A
7278		1		394592	Z
7279		2		543207	A
7280		1		579392	Z
7281		1		394049	R
7281		1			D
7282		3		207608	A
7283		5		218961	A
7284		1		172517	A
7285		3		241232	Z
7286		2		828613	Z
7287		1		858153	A
7288		2		774309	A
7289		2		528497	A
7290		4		409517	Z
7291		2		534637	A
7292		1		831257	D
7292		1		61266	A
7292		1		25910	Z
7293		5		157785	A
7294		2		81749	Z
7295		1		339086	H
7296		4		313491	A
7297		1		141215	D
7297		1		36180	R
7298		1		326942	A
7299		1		227134	Z
7300		1		68698	H
7300		1		170000	E
7300		1		7860	A
7301		2		706654	A
7302		1		569112	A
7303		3		197457	A
7304		1		252718	A
7304		1		3003	Z
7305		1		17256	A
7305		1		229560	Z
7306		3		621167	Z
7307		2		794686	H
7307		2		254113	E
7308		2		1079964	A
7309		1		189847	A
7309		1		94743	Z
7310		1		360705	Z
7310		1		448682	R
7311		2		506797	A
7312		2		4359	R
7312		2		4381	D
7312		2		491572	Z
7313		1		1129	A
7313		1		39272	H
7313		1		152693	E
7314		3		152122	R
7315		1		12444	A
7316		2		154379	A
7317		1		428961	A
7317		1		3672	D
7318		1		130736	H
7319		2		218537	D
7319		2		204	R
7320		2		328011	A
7321		5		171786	Z
7322		4		8568	D
7322		4		132652	H
7322		4		438	E
7322		4		77630	A
7323		2		515	D
7323		2		515	R
7323		2		45	H
7323		2		4139	A
7323		2		194178	E
7323		2		607	Z
7324		1		256247	R
7326		3		170211	A
7327		2		168780	Z
7327		2		18327	A
7328		3		2579	Z
7328		3		169632	A
7329		1		775154	A
7330		3		436510	A
7331		2		559606	Z
7331		2		12240	R
7332		1		313402	E
7332		1		17944	D
7332		1		17944	R
7333		1		276761	A
7333		1		138652	Z
7334		2		749010	A
7335		4		687511	Z
7336		3		111718	Z
7336		3		209314	A
7337		3		341386	H
7337		3		895	A
7337		3		57104	E
7338		2		184953	D
7339		2		204578	R
7340		2		213160	E
7341		1		348987	A
7342		3		267954	A
7343		1		5100	E
7343		1		232845	H
7344		1		273029	A
7345		2		287653	Z
7346		2		213566	A
7347		5		713811	A
7348		3		629675	A
7349		1		723277	Z
7350		1		84070	A
7350		1		197387	Z
7351		4		309697	A
7352		2		732297	D
7353		3		311038	E
7354		1		295163	D
7354		1		17269	R
7355		1		337618	A
7356		3		113414	A
7356		3		193349	Z
7357		4		286850	A
7357		4		6623	Z
7358		2		405722	Z
7359		1		890031	H
7361		1		945305	R
7362		6		516	H
7362		6		516	E
7362		6		516	D
7362		6		516	R
7362		6		916	A
7362		6		189474	Z
7363		2		46092	A
7364		2		45794	Z
7365		1		43387	E
7366		2		632129	A
7367		2		223316	H
7368		3		287494	A
7369		4		933170	A
7370		2		655	A
7371		1		714936	Z
7372		3		713137	E
7373		2		477967	A
7374		1		262428	A
7375		4		240711	Z
7376		1		71029	H
7377		1		158368	R
7378		4		355542	D
7379		3		201159	D
7380		3		435482	Z
7381		1		1046583	A
7382		3		172240	Z
7383		1		104543	A
7384		3		153223	Z
7385		3		174612	H
7386		2		226201	A
7387		2		193699	D
7388		2		310125	E
7389		2		837333	Z
7390		1		556101	A
7391		1		580141	Z
7392		1		496450	A
7393		2		110295	R
7394		1		306938	A
7395		2		907502	Z
7396		3		817246	A
7397		4		544122	A
7398		2		675055	A
7399		2		192561	E
7400		1		416	E
7400		1		311652	H
7401		4		21471	D
7401		4		343396	R
7402		3		792371	Z
7403		1		840235	D
7404		3		141266	A
7404		3		69077	Z
7525		4			Z
7525		4		383484	A
7526		5		366717	A
7527		4		133011	A
7528		2		162198	H
7529		1		228318	Z
7530		5		240961	R
7531		3		315319	A
7532		4		125926	H
7533		3		220737	D
7534		3		266252	A
7535		4		223641	D
7536		4		267353	A
7537		3		129833	E
7538		4		111670	Z
7539		3		243538	R
7540		2		169978	Z
7541		1		442040	E
7542		4		444254	A
7543		1		12191	E
7543		1		12191	H
7543		1		12191	R
7543		1		12195	D
7543		1		158242	A
7544		3		207276	A
7545		1		472757	A
7546		2		521438	A
7547		2		578255	Z
7548		3		439654	A
7548		3		424	R
7548		3		424	D
7548		3		424	H
7548		3		424	E
7549		2		320429	Z
7550		1		738961	A
7551		4		292170	Z
7552		2		339674	A
7553		2		138919	A
7554		6		134640	R
7555		1		237887	A
7556		1		225550	R
7557		4		130476	E
7558		3		155778	H
7559		3		204367	Z
7560		1		267823	Z
7561		3		210617	A
7562		2		194674	Z
7563		3		193344	A
7564		2		150513	H
7565		4		196593	A
7566		4		151811	E
7567		6		120961	A
7568		1		2	D
7568		1		243817	A
7569		2		242707	Z
7570		4		728035	A
7571		2		795519	Z
7572		2		426	D
7572		2		426	R
7572		2		323438	A
7573		2		249607	Z
7574		5		220450	E
7574		5		426	H
7575		3		9143	E
7575		3		9143	H
7575		3		9143	R
7575		3		277818	A
7575		3		9143	D
7576		3		300433	A
7577		1		641542	A
7578		1		637033	Z
7579		2		632338	A
7580		2		651375	A
7582		2		366523	A
7583		4		175328	R
7584		2		190319	Z
7585		5		108097	D
7586		2		144314	E
7587		2		184261	Z
7588		5		261595	A
7589		1		160116	H
7590		3		249424	A
7591		2		296123	Z
7592		2		498086	Z
7593		4		254752	A
7594		1		590960	A
7595		1		608862	A
7596		2		603453	A
7597		1		578796	D
7598		2		649808	A
7599		3		352311	A
7600		3		254305	H
7601		3		238460	E
7602		1		368422	A
7603		2		361190	A
7604		3		150000	R
7605		4		184419	R
7606		5		226319	R
7607		3		194697	D
7608		4		171962	D
7608		4		5809	R
7609		4		380954	A
7610		2		372511	A
7611		2		386249	A
7612		1		179500	H
7613		3		114493	H
7613		3		19238	A
7614		3		239039	Z
7615		4		140593	E
7616		3		282060	Z
7617		1		277424	Z
7618		3		486652	A
7619		1		757525	Z
7620		1		767411	A
7621		2		470448	A
7622		3		444358	Z
7623		5		475617	A
7624		4		437276	A
7624		4		409	R
7624		4		409	D
7624		4		409	E
7624		4		409	H
7625		4		311644	A
7626		3		384516	A
7627		3		461309	Z
7628		1		319912	Z
7629		1		104300	A
7630		6		26319	H
7630		6		109540	E
7631		2		122445	R
7632		7		104094	D
7633		4		186574	A
7634		4		115962	H
7635		4		227301	A
7636		5		215612	Z
7637		3		195885	Z
7638		4		341559	A
7639		1		829253	A
7640		3		826146	A
7641		3		813388	Z
7642		3		5693	A
7643		3		824318	Z
7644		4		418201	Z
7645		3		489211	A
7645		3		239	E
7645		3		239	H
7645		3		239	D
7645		3		239	R
7646		3		398204	A
7647		2		528368	Z
7647		2		88731	A
7648		1		37	R
7648		1		73	Z
7648		1		317	D
7648		1		4819	A
7648		1		59295	E
7648		1		37	H
7649		5		196204	E
7650		2		199654	D
7651		2		297273	A
7652		5		201906	Z
7653		2		313556	A
7654		1		287423	Z
7655		3		269585	R
7656		4		253836	H
7657		3		513267	A
7657		3		421844	E
7658		2		348686	A
7659		1		798445	A
7660		6		794571	A
7661		1		812068	Z
7662		3		499431	Z
7662		3		445892	D
7663		3		277363	Z
7664		2		240	R
7664		2		240	E
7664		2		240	H
7664		2		380765	A
7664		2		240	D
7665		3		333025	A
7666		4		342563	Z
7666		4		20316	A
7667		1		1443	Z
7667		1		53049	H
7667		1		61	E
7668		3		225753	E
7669		1		330262	A
7670		6		136896	D
7671		2		281442	Z
7672		5		270479	A
7673		2		336726	A
7674		4		234235	Z
7675		4		178414	D
7676		4		216611	R
7677		2		223805	H
7678		3		914642	Z
7679		3		810374	A
7680		5		350405	A
7681		2		869433	A
7682		1		901924	A
7683		4		88531	Z
7684		1		707978	D
7685		1		558407	R
7686		5		253983	E
7686		5		1055	A
7686		5		553873	H
7687		6		296593	Z
7688		4		302944	A
7688		4		355	R
7688		4		355	D
7688		4		355	H
7688		4		355	E
7689		5		365662	Z
7690		5		379491	A
7691		1		93779	R
7692		5		174553	H
7693		6		165154	E
7694		3		179793	R
7695		3		169622	D
7696		4		312027	A
7697		3		348717	A
7698		4		263356	Z
7699		3		323010	A
7700		2		276725	Z
7701		4		903750	Z
7702		4		905320	A
7703		3		334326	A
7704		4		349686	Z
7705		4		242492	Z
7706		2		250289	A
7706		2		365	R
7706		2		365	D
7706		2		365	H
7706		2		365	E
7707		3		895319	A
7708		1		896349	A
7709		1		928301	Z
7710		1		721078	R
7711		3		384714	R
7711		3		420265	D
7712		4		421582	H
7712		4		383866	E
7713		2		417025	A
7713		2		111980	Z
7714		2		477566	A
7715		2		108420	A
7716		1		462489	E
7717		2		271051	A
7718		1		125928	R
7719		6		128057	H
7720		4		245448	A
7721		1		148285	D
7722		4		256202	Z
7723		2		347688	A
7724		4		836616	A
7725		2		333283	A
7726		1		788179	Z
7727		1		846092	Z
7728		1		845046	A
7729		1		333656	H
7729		1		333656	E
7730		3		872051	A
7731		2		381393	A
7731		2		360	D
7731		2		360	H
7731		2		360	E
7731		2		360	R
7732		1		312500	E
7733		5		208400	D
7733		5		416600	R
7734		6		279590	Z
7734		6		12191	D
7735		5		380057	Z
7736		4		380201	A
7736		4		12191	H
7736		4		12191	E
7737		2		346899	A
7738		2		60489	A
7739		2		241704	H
7740		2		379686	A
7741		4		535737	Z
7742		3		232321	R
7743		6		289418	A
7744		1		236890	D
7745		4		316630	E
7746		1		367771	A
7747		1		35527	H
7747		1		355279	A
7748		2		797456	A
7749		3		335020	A
7750		5		337525	A
7751		1		778953	A
7752		2		819671	A
7754		1		331871	H
7754		1		332321	E
7755		1		274029	H
7755		1		609426	E
7756		3		147262	A
7756		3		360	R
7756		3		360	D
7756		3		360	E
7756		3		360	H
7757		4		601975	R
7757		4		286322	D
7758		2		131763	Z
7759		4		378115	Z
7759		4		61573	A
7760		4		446849	A
7760		4		12191	H
7760		4		12191	E
7761		3		398186	R
7761		3		12191	D
7762		4		88752	A
7763		5		158972	R
7764		2		163201	H
7765		5		161368	Z
7766		2		304692	Z
7767		1		132776	A
7768		1		186092	E
7769		4		157163	D
7770		1		238038	A
7771		1		202038	A
7772		2		216496	A
7773		1		246336	A
7774		2		142890	A
7775		4		337984	A
7776		2		287698	Z
7777		5		814041	A
7778		4		497140	Z
7779		2		677504	A
7780		1		686177	Z
7781		1		567136	D
7782		1		778861	A
7783		2		92900	D
7783		2		68976	R
7783		2		298	Z
7784		3		95318	E
7784		3		69874	H
7785		3		275826	A
7786		1		367017	H
7787		1		297652	E
7787		1		306629	D
7787		1		367033	R
7788		3		289366	A
7788		3		48537	Z
7789		3		48185	Z
7789		3		286828	A
7790		1		83872	A
7791		2		154461	D
7792		3		202264	A
7793		3		216414	A
7794		1		201251	Z
7795		2		198582	A
7796		3		171640	A
7797		3		174590	A
7798		5		218614	Z
7799		5		130763	H
7800		6		149186	R
7801		4		346074	A
7802		1		638006	A
7803		1		660065	A
7804		1		666327	Z
7805		1		471327	R
7806		2		134795	E
7807		1		123088	H
7807		1		86211	E
7808		5		227852	A
7808		5		300	R
7808		5		300	D
7808		5		300	Z
7809		1		217172	A
7810		2		616458	E
7811		1		607075	H
7812		3		765006	A
7813		5		260643	A
7814		3		235929	Z
7814		3		33856	A
7815		3		74510	A
7816		3		157075	E
7817		5		163627	A
7818		3		164164	A
7819		2		156727	D
7820		4		220767	A
7821		1		231742	A
7822		3		192440	Z
7823		4		186092	Z
7824		4		154317	H
7825		5		159059	R
7826		2		210874	A
7827		2		154549	A
7828		2		687198	A
7829		1		636118	Z
7830		1		478377	H
7831		1		638646	A
7832		2		649086	A
7833		3		161267	R
7834		4		170867	A
7835		4		189914	A
7836		5		625655	D
7837		2		625554	Z
7838		4		182274	Z
7838		4		29639	A
7839		3		214422	A
7840		2		84072	A
7843		3		551297	A
7843		3		253060	Z
7844		4		248271	A
7845		1		134124	D
7845		1		123195	E
7846		4		124491	A
7847		2		138875	A
7848		4		106674	A
7849		5		99841	R
7850		5		118484	A
7851		2		109456	A
7852		4		158922	Z
7853		1		144108	Z
7854		3		142096	A
7855		3		102239	E
7856		4		688233	A
7857		1		491010	E
7858		2		633709	A
7859		2		622905	Z
7860		2		674509	A
7861		2		311572	E
7861		2		353794	H
7862		4		240577	Z
7862		4		169639	A
7863		5		100653	H
7864		2		104035	A
7866		1		240640	Z
7866		1		538559	A
7867		3		179396	E
7868		1		223550	A
7869		2		165804	D
7870		2		221420	A
7871		3		174884	Z
7872		1		175177	A
7873		2		176576	H
7874		5		182854	A
7875		4		228857	A
7876		2		22236	A
7876		2		626769	Z
7877		1		24808	A
7877		1		313232	D
7878		4		181116	Z
7879		4		121183	R
7880		2		15294	D
7880		2		608316	A
7881		2		22974	Z
7881		2		631065	A
7882		2		808798	A
7883		5		113745	A
7884		1		73394	R
7885		4		211357	Z
7885		4		2260	A
7886		3		276737	A
7887		2		144108	Z
7888		3		70099	A
7890		4		551297	A
7890		4		253060	Z
7891		5		495756	A
7891		5		218448	Z
7892		1		114446	D
7893		4		132528	H
7894		1		138091	R
7895		4		136951	E
7896		3		142826	Z
7897		1		119279	A
7898		3		153199	A
7899		2		272105	A
7900		5		274114	A
7901		1		155416	A
7902		5		148747	A
7903		2		121629	Z
7904		2		448920	R
7905		1		618841	A
7906		1		634080	Z
7907		1		587347	A
7908		1		88712	A
7909		2		41015	H
7909		2		45120	E
7910		4		825385	A
7912		3		41630	A
7912		3		240136	Z
7913		3		258862	A
7914		2		83334	A
7916		5		260207	Z
7916		5		581890	A
7917		4		266820	A
7918		3		156732	D
7919		5		151551	Z
7920		1		168946	H
7921		1		167144	R
7922		2		161177	A
7923		1		160803	Z
7924		3		166605	A
7925		2		162607	A
7926		2		175448	A
7927		1		163470	E
7928		1		481500	H
7929		1		581994	Z
7930		3		622947	A
7931		1		571295	A
7932		2		809328	A
7933		2		4874	A
7933		2		429647	E
7933		2		375953	H
7934		2		99731	A
7935		4		101754	Z
7936		3		320755	A
7937		5		304118	A
7937		5		304118	Z
7939		2		81538	A
7941		3		529593	A
7941		3		237318	Z
7942		1		444196	E
7943		1		577632	A
7944		5		113629	E
7945		4		149671	A
7946		5		159702	Z
7947		4		181226	A
7949		5		117612	R
7950		1		116333	H
7951		4		118479	D
7952		1		186150	Z
7953		4		151559	A
7954		6		171508	A
7955		5		293773	A
7956		2		644352	Z
7957		1		597349	A
7958		2		964416	A
7959		3		966193	Z
7960		1		102140	A
7961		2		107413	Z
7962		4		295665	Z
7965		2		50610	A
7967		3		254394	Z
7967		3		563417	A
7968		3		119377	R
7969		3		118038	Z
7970		4		141934	A
7971		5		124291	H
7972		1		168906	A
7973		3		141517	Z
7974		1		194701	A
7975		5		114856	D
7976		1		131223	A
7977		3		99919	E
7978		5		216992	A
7979		1		945403	A
7980		1		496133	D
7981		1		646005	A
7982		2		664618	A
7983		1		634098	Z
7984		2		25650	A
7984		2		425233	E
7984		2		494044	H
7985		4		878191	R
7986		1		143628	Z
7987		2		199902	A
7988		1		95728	H
7989		2		25006	Z
7989		2		273689	A
7990		3		4962	A
7990		3		278029	Z
7992		1		292955	Z
7992		1		577293	A
7993		2		105024	D
7994		4		161970	Z
7995		1		107258	R
7996		3		125182	A
7997		2		171482	A
7998		4		160125	A
7999		1		144698	Z
8000		2		106471	H
8001		3		123195	E
8002		3		134652	Z
8003		2		910811	Z
8003		2		34006	A
8004		2		310827	A
8005		3		953063	A
8006		1		105664	A
8007		1		729019	A
8008		1		733638	A
8009		2		480091	E
8009		2		426810	H
8009		2		48023	A
8010		1		523827	R
8011		5		54105	Z
8011		5		267484	A
8012		1		717079	Z
8013		5		309415	Z
8014		1		1567	Z
8014		1		725	E
8014		1		190539	A
8015		1		119894	D
8017		2		514364	A
8017		2		254509	Z
8018		1		155993	A
8019		2		109089	E
8020		2		173798	A
8021		5		107658	D
8022		5		110556	R
8023		1		155085	Z
8024		1		97262	H
8025		3		153525	A
8026		5		137983	Z
8027		2		307250	A
8028		5		1002938	A
8029		3		445433	D
8029		3		15664	A
8029		3		501952	R
8030		1		763868	A
8031		1		754314	Z
8032		5		1500	A
8032		5		476945	H
8032		5		547113	E
8033		2		571242	H
8034		1		745266	A
8037		3		137531	A
8038		2		141217	Z
8039		3		350000	Z
8040		2		438164	A
8041		2		514396	A
8041		2		239884	Z
8042		1		82621	D
8042		1		46193	R
8043		3		151111	A
8044		2		61378	E
8044		2		46167	H
8045		2		150971	A
8046		1		159315	Z
8047		4		505223	R
8047		4		430528	Z
8048		4		950417	A
8049		2		652164	Z
8050		1		692863	A
8051		4		344476	A
8052		1		508582	E
8053		3		687992	A
8054		3		935970	Z
8055		1		98706	Z
8056		2		160397	A
8057		6		313946	Z
8058		2		329334	A
8061		2		266985	Z
8061		2		560537	A
8062		5		70237	E
8062		5		41558	H
8063		2		153524	A
8064		1		169465	A
8065		5		167291	Z
8066		6		85179	D
8066		6		40755	R
8067		3		141019	Z
8068		6		299917	A
8069		2		861935	A
8070		4		392637	E
8070		4		452346	H
8071		4		657355	Z
8072		3		516911	D
8073		1		643543	A
8074		1		658673	A
8075		2		130	A
8075		2		353265	D
8075		2		427490	R
8076		3		352115	Z
8077		2		44139	D
8077		2		51985	R
8078		3		133785	A
8081		2		391951	A
8087		1		165783	A
8088		1		259981	A
8089		1		20994	A
8091		1		196750	Z
8092		1		66309	D
8092		1		45351	R
8093		3		163875	A
8094		1		87787	A
8095		6		70459	E
8095		6		48225	H
8096		2		121227	A
8099		1		657354	A
8101		3		658673	Z
8102		6		209388	Z
8103		1		124714	A
8104		4		105911	E
8105		4		107093	H
8106		3		115622	Z
8107		1		145218	A
8108		3		305136	A
8110		1		47463	D
8110		1		49845	R
8111		1		61284	Z
8112		1		65019	A
8113		1		97071	H
8114		1		35834	E
8115		1		96030	R
8116		1		81152	H
8117		1		89220	D
8118		1		85901	R
8119		1		70048	E
8120		3		112067	E
8121		7		139370	A
8122		1		116034	D
8123		1		48062	D
8124		1		129245	A
8126		1		87846	A
8127		2		122320	Z
8128		2		115142	H
8130		1		777036	Z
8131		1		2218	A
8131		1		103178	H
8132		3		97427	R
8132		3		632	A
8132		3		1221	Z
8133		1		777036	Z
8134		1		777036	Z
8135		1		602551	A
8135		1		291443	E
8136		1		802928	A
8137		1		68208	E
8138		1		793801	H
8139		1		277883	A
8140		3		276614	Z
8141		1		108790	R
8144		1		114305	R
8145		1		119644	A
8146		1		93914	R
8147		1		116922	H
8148		2		119799	H
8149		1		87847	H
8150		1		69482	Z
8151		1		20672	A
8152		1		28024	R
8152		1		41058	D
8153		1		61158	D
8153		1		81506	R
8154		1		47169	A
8155		1		120302	A
8157		1		186186	A
8158		1		680504	A
8159		1		120466	A
8160		1		330	H
8160		1		72550	E
8161		1		826236	Z
8162		1		400644	A
8163		1		386187	R
8163		1		455079	D
8164		2		858939	A
8165		1		711291	E
8166		2		275734	A
8167		2		25342	Z
8168		2		79841	Z
8169		1		89974	A
8170		1		94580	A
8171		1		59231	Z
8172		1		64818	Z
8173		1		66234	H
8174		1		123771	H
8175		2		134783	Z
8188		2		886861	Z
8189		1		897725	A
8190		1		62169	A
8191		3		304380	Z
8192		2		317609	A
8194		2		94391	Z
8195		1		107276	A
8196		2		63189	A
8197		2		76851	A
8198		2		48266	Z
8199		2		133229	A
8200		2		123829	Z
8202		2		1748	A
8202		2		76773	H
8203		2		88955	Z
8204		1		133332	A
8205		2		346758	A
8206		1		65616	Z
8206		1		65616	A
8207		1		254877	A
8208		1		108435	R
8208		1		311	A
8209		3		254877	A
8210		1		69951	D
8211		1		1008278	R
8212		1		1067519	A
8213		1		405297	A
8216		3		266032	Z
8217		2		884506	Z
8218		1		1008000	A
8219		2		830809	A
8220		1		93142	A
8222		1		128701	A
8223		2		173692	E
8224		1		254876	A
8228		1		191943	A
8229		2		83880	H
8230		1		162745	Z
8231		2		58060	D
8231		2		88680	R
8232		2		92989	A
8234		2		139004	A
8235		1		110978	D
8236		1		138148	Z
8237		1		125897	A
8238		1		222	D
8238		1		103800	R
8239		1		85897	E
8239		1		1873	H
8240		1		155952	A
8241		1		990961	A
8242		1		1045376	Z
8243		1		280885	A
8244		1		1000461	A
8245		1		997218	H
8246		1		148819	A
8246		1		108567	D
8247		1		9640	A
8248		1		166128	Z
8249		1		200976	Z
8250		2		120593	A
8251		2		87103	E
8253		1		119694	A
8254		3		108538	E
8255		2		118029	D
8256		2		2303	A
8256		2		161522	Z
8257		1		1370	A
8258		1		2511	Z
8259		1		75459	A
8260		1		75162	R
8261		2		72226	D
8262		2		114862	A
8263		1		68402	A
8264		1		45639	A
8265		1		76391	Z
8268		1		58465	H
8269		2		76750	E
8270		1		114626	Z
8271		2		2124	D
8271		2		2124	E
8271		2		2266	H
8271		2		2267	R
8271		2		7079	Z
8271		2		83663	A
8272		1		2390	R
8287		3		236077	Z
8289		1		1248	H
8290		1		1248	H
8290		1		140227	A
8291		3		100954	A
8292		1		56724	A
8293		2		113493	D
8294		1		105968	H
8295		2		141703	Z
8296		3		146133	Z
8297		1		228423	A
8298		1		142195	Z
8300		2		9189	A
8301		1		628	Z
8301		1		134267	R
8302		1		164435	A
8303		2		112641	E
8303		2		1087	H
8304		3		88076	A
8306		2		515	R
8306		2		144452	A
8307		2		428	D
8307		2		308892	A
8308		2		241684	A
8309		1		240504	Z
8310		2		7121	Z
8313		1		95528	Z
8314		1		120743	A
8315		3		109783	A
8316		2		7890	R
8317		2		107331	A
8319		2		96548	A
8320		2		79382	A
8321		1		134499	Z
8322		4		129221	A
8323		3		153204	A
8324		1		8849	A
8325		3		74441	Z
8326		1		81217	R
8327		2		81582	D
8328		2		69494	R
8329		2		112921	A
8330		2		739545	A
8331		2		789590	Z
8332		2		111728	A
8333		2		6222	A
8334		3		85864	R
8335		2		189317	A
8337		2		228507	A
8338		2		107625	A
8339		3		248209	Z
8341		2		152856	H
8342		1		181647	E
8343		1		84541	A
8344		1		152421	A
8345		1		113163	H
8346		1		133393	A
8347		1		115076	D
8348		2		187030	A
8349		1		138049	Z
8350		1		156338	A
8351		2		133731	E
8352		1		686906	H
8353		2		880794	Z
8354		2		80993	R
8354		2		55288	D
8355		3		677410	Z
8356		1		330617	A
8357		2		203086	A
8358		1		195785	Z
8359		1		112132	Z
8363		1		135474	R
8364		3		94894	A
8367		3		10379	D
8371		3		39482	E
8371		3		30122	H
8383		1		139517	A
8384		1			E
8384		1		110574	H
8385		4		61361	Z
8386		2		81527	Z
8387		1		105616	A
8388		2		124126	E
8389		2		108272	A
8390		3		91988	Z
8391		3		7226	Z
8392		1		550442	D
8393		1		698006	A
8394		1		716139	Z
8395		2		714079	A
8396		3		457491	A
8397		1		365373	Z
8399		1		50232	Z
8400		1		85711	A
8401		1		106435	A
